sentence,translated,fuel,machine,others,part,price,service
Interior Mobil Avanza Veloz juga telah dibuatkan Kabin Avanza Veloz dengan tampilan yang lebih Modern dan Elegan,interior mobil avanza veloz uga wis digawekake kabin avanza veloz karo tampilan kang luwih modhern lan elegan,neutral,neutral,neutral,positive,neutral,neutral
Jelas design Mazda cx - 3 lebih cakep diliat dari depan samping dan belakang,jelas design mazda cx -3 luwih cakep diliat saka ngarep ngiringan lan wuri,neutral,neutral,neutral,positive,neutral,neutral
selama ini tidak pernah bermasalah dan memang mesin nya tangguh dan bandel baik untuk jalan menanjak di pegunungan . Pokok nya Avanza terbaik .,lawase iki ora tau bermasalah lan pancen mesine tangguh lan bandel apik kanggo dalan ngancik ing pegunungan . pokoke avanza paling apik .,neutral,positive,positive,neutral,neutral,neutral
"desain interior jauh lbh simpel , elegan dan berkelas CX3 dari CHR yg terkesan ribet","desain interior adoh lbh simpel , elegan lan berkelas cx3 saka chr kang duwe kesan ribet",neutral,neutral,neutral,negative,neutral,neutral
"Payah , Bengkel honda resmi ga becus ... di sini malah lebih tau .","payah , bengkel honda resmi ora  becus ... ing kene malah luwih ngerti .",neutral,neutral,neutral,neutral,negative,neutral
jazz tarikan nya lebih oke daripada brio,jazz tarikane luwih oke daripada brio,neutral,negative,neutral,neutral,neutral,neutral
menurut saya sih dari segi pandangan mata brio itu mewah walaupun minim fitur dan dari gengsi nya juga berbeda,manut aku sih saka segi pandhengan mripat brio iku mewah sanadyan minim fitur lan saka gengsine uga seje,neutral,neutral,positive,negative,neutral,neutral
Kaki-kaki HRV kayak enggak kokoh,kaki-kaki hrv kaya ora kukuh,neutral,neutral,neutral,negative,neutral,neutral
Ignis ini city car paling terjangkau dengan poin-poin di atas,ignis iki city car paling terjangkau karo poin-poin ing dhuwur,neutral,neutral,neutral,neutral,positive,neutral
secara keseluruhan avanza bagus kecuali pemakaian bensin yang boros sekali,kanthi sakabehe avanza apik kajaba panganggone bensin kang boros banget,negative,neutral,positive,neutral,neutral,neutral
"kelemahan nya cuma satu , shock nya keras keras keras keras keras","kelemahane namung siji , shocke keras keras keras keras keras",neutral,neutral,neutral,negative,neutral,neutral
Mau pesaing baru yang buanyak yang keluar dan model sama fitur yg lebih seger . Tetep avanza ini ada di hati,arep pesaing anyar kang buanyak kang metu lan modhel padha fitur kang luwih seger . tetep avanza iki ana ing ati,neutral,neutral,positive,neutral,neutral,neutral
"bensin 1:15 luar kota ( sudah irit banget kan ) gesit di tikungan , cuma masih standar .","bensin 1:15 jabaning kutha ( wis irit banget kan ) gesit ing tikungan , namung isih standar .",positive,positive,neutral,neutral,neutral,neutral
Suka sekali xenia perawatan murah pemakaian mudah sparepart oke .,remen banget xenia pangopenan murah panganggone gampang sparepart oke .,neutral,neutral,positive,positive,neutral,positive
"gede banget nih kapasitas avanza, volume ruangan nya lengang","gede banget nih kapasitas avanza, volume ruangane lengang",neutral,neutral,neutral,positive,neutral,neutral
"Saya punya avanza G 2008 , baru juni kemarin saya beli dari Tunas Toyota . terus kopling sudah agak berat saja","aku nduwe avanza g 2008 , anyar juni wingi aku tuku saka tunas toyota . terus kopling wis rada abot wae",neutral,neutral,neutral,negative,neutral,neutral
Saya baru ambil HRV prestige akhir tahun 2017 . Keseluruhan enak dikendarai .,aku anyar jupuk hrv prestige akir taun 2017 . sakabehe sekeca dikendarai .,neutral,neutral,positive,neutral,neutral,neutral
"Wah, Wuling formo dari mesin 1200 cc menarik dengan harga yang kompetitif.","wah, wuling formo saka mesin 1200 cc menarik karo rega kang kompetitif.",neutral,positive,neutral,neutral,negative,neutral
gue juga senang banget soal nya avanza ruang bagasi nya mampu menampung hingga 5 tas berukuran besar dengan susunan rapi ke arah atas . bawa barang banyak pun pasti muat,aku  uga seneng banget soale avanza ruwang bagasine mampu nampung nganti 5 tas ukuran gedhe karo susunan rapi menyang arah dhuwur . gawa barang akeh uga mesthi muat,neutral,neutral,neutral,positive,neutral,neutral
Fitur keamanan ini cukup menaikkan kasta Avanza agar setara dengan low MPV lainnya yang lebih dulu menggunakan air bag keren ya,fitur kaamanan iki cukup ngundhakake kasta avanza ben setara karo low mpv liyane kang luwih dhisik migunakake banyu bag keren ya,neutral,neutral,neutral,positive,neutral,neutral
"Masa konsumsi bensin Toyota Avanza Veloz 12,5 liter per kilometer , boros banget anjing","masa konsumsi bensin toyota avanza veloz 12,5 liter per kilometer , boros banget asu",negative,neutral,neutral,neutral,neutral,neutral
kalo gak mau boros jangan beli scoopy,yen ora gelem boros aja tuku scoopy,negative,neutral,neutral,neutral,neutral,neutral
"Kalau down shifting terus gaspol itu rasa nya cuma naik rpm saja, tapi power kosong dan memang mesin nya sering ngelitik.","yen down shifting terus gaspol iku rasane namung munggah rpm wae, nanging power kosong lan pancen mesine asring ngelitik.",neutral,negative,neutral,neutral,neutral,neutral
saya suka fortuner karena lincah lari nya daripada ertiga yang tenaga nya lemah,aku remen fortuner amarga lincah mlayune daripada ertiga kang tenagane ringkih,neutral,negative,neutral,neutral,neutral,neutral
Mending pajero simple ga kebanyakan desain,mending pajero simple ora  akeh-akeh desain,neutral,neutral,neutral,positive,neutral,neutral
"Wuling adalah mobil yang bandel di segala medan , irit bahan bakar , desain yang dinamis dan mewah ditambah dengan harga yang pasti nya terjangkau","wuling yaiku mobil kang bandel ing kabeh medan , irit bahan obong , desain kang dinamis lan mewah ditambah karo rega kang mesthine terjangkau",positive,positive,neutral,positive,positive,neutral
xpander ini mpv paling bagus untuk orang yang cari mobil mpv canggih,xpander iki mpv paling apik kanggo wong kang golek mobil mpv canggih,neutral,neutral,positive,neutral,neutral,neutral
"Begitu orang melirik Xpander , kesan nya pasti keren desain nya","mangkono wong melirik xpander , kesane mesthi keren disaine",neutral,neutral,neutral,positive,neutral,neutral
Kok makin jelek aja ya pelayanan di AHAS Terang Anugerah Pamulang,kok saya elek wae ya pelayanan ing ahas terang anugrah pamulang,neutral,neutral,neutral,neutral,neutral,negative
"pernah pakai Avanza ke luar kota dari pagi sampai sore , mesin dan AC nyala tanpa henti , tetapi enggak menurun","tau anggo avanza menyang jabaning kutha saka esuk tekan sore , mesin lan ac nyala tanpa henti , nanging ora mudhun",neutral,positive,neutral,positive,neutral,neutral
kalau mesin dan tampang unggul brio satya . tapi lebih empuk dan lebih murah karimun .,yen mesin lan tampang unggul brio satya . nanging luwih empuk lan luwih murah karimun .,neutral,positive,neutral,positive,positive,neutral
Toyota Avanza Veloz baru adalah menggunakan mesin Dual VVT - i yang sebelumnya menggunakan single VVT - i. juragan mantap,toyota avanza veloz anyar yaiku migunakake mesin dual vvt -i kang sadurunge migunakake single vvt -i. juragan mantep,neutral,positive,neutral,neutral,neutral,neutral
"@DaihatsuInd service di bengkel daihatsu harga nya mahal banget , onderdil masih bagus minta diganti sama CS / mekanik nya . Sekali service 2jt","@daihatsuind service ing bengkel daihatsu regane larang banget , onderdil isih apik nyuwun digantos padha cs / mekanike . pisan service 2jt",neutral,neutral,neutral,neutral,neutral,negative
mobilio hitam ini cukup membuat orang heran dan memakainya pun terasa gagah,mobilio ireng iki cukup nggawe wong heran lan nganggone uga krasa gagah,neutral,neutral,positive,neutral,neutral,neutral
brio paling cocok untuk mahasiswa karna style nya yang simpel dan minimalis,brio paling cocog kanggo mahasiswa karna stylene kang simpel lan minimalis,neutral,neutral,neutral,positive,neutral,neutral
Saya sopir operasional . Pakai Altis v. Untuk mesin saya akui enak . tarikan mantap handling - nya wow .,aku sopir operasional . anggo altis v. kanggo mesin aku akoni sekeca . tarikan mantep handling -e wow .,neutral,positive,neutral,positive,neutral,neutral
Xenia Xi Sporty secara keseluruhan puas sama ini mobil,xenia xi sporty kanthi sakabehe marem padha iki mobil,neutral,neutral,positive,neutral,neutral,neutral
pilihan jatuh ke Xenia karena faktor harga dan servis Xenia pasti lebih murah hehe .,pilihan tiba menyang xenia amarga faktor rega lan servis xenia mesthi luwih murah hehe .,neutral,neutral,neutral,neutral,positive,positive
vario body nya lebih kokoh daripada mio,vario bodye luwih kukuh daripada mio,neutral,neutral,neutral,negative,neutral,neutral
agya mobil yang bagus dan keren gaya nya,agya mobil kang apik lan keren gayane,neutral,neutral,positive,positive,neutral,neutral
"masa harus sampe setahun cuma buat inden xpander, kecewa !","masa kudu tekan sataun namung gawe inden xpander, kuciwa !",neutral,neutral,neutral,neutral,neutral,negative
selama ini pakai xexi lumayan irit,lawase iki anggo xexi lumayan irit,positive,neutral,neutral,neutral,neutral,neutral
"Kenyamanan jauh menang xpander , lebih kedap & bantingan nyaman banget . Harga juga lebih murah","kenyamanan adoh menang xpander , luwih kedap  &  bantingan kepenak banget . rega uga luwih murah",neutral,neutral,positive,neutral,positive,neutral
tampilan desain dasbor interior Avanza terlihat lebih mewah dan stylish,tampilan desain dasbor interior avanza katon luwih mewah lan stylish,neutral,neutral,neutral,positive,neutral,neutral
Rush performa mesin nya juga enggak kalah dengan SUV lain,rush performa mesine uga ora kalah karo suv seje,neutral,positive,neutral,neutral,neutral,neutral
"Sudah lama pakai Xenia , baru kali dapet yang AC - nya enggak enak dan jok nya kaku .","wis suwe anggo xenia , anyar kali dapet kang ac -e ora sekeca lan joke kaku .",neutral,neutral,neutral,negative,neutral,neutral
"Udh beli yg 2019 tapi ada 1 kekurangan , jok nya kurang nyaman","udh tuku kang 2019 nanging ana 1 kakurangan , joke kurang kepenak",neutral,neutral,neutral,negative,neutral,neutral
"Honda beat street adalah sepeda motor yang bisa dikatakan murah , tetapi bukan murahan . Karena selain keren , juga sangat gampang untuk dimodifikasi .","honda beat street yaiku montor kang bisa ditembungake murah , nanging dudu murahan . amarga saliyane keren , uga gampang banget kanggo dimodifikasi .",neutral,neutral,positive,neutral,positive,neutral
Jok penumpang mobil Wuling Formo terlihat nyaman,jok penumpang mobil wuling formo katon kepenak,neutral,neutral,neutral,positive,neutral,neutral
"Kok Nissan GL enggak banget , deh .","kok nissan gl ora banget , deh .",neutral,neutral,negative,neutral,neutral,neutral
"xenia 1:8 - 9 boros juga ya juragan , karena bodi besar nya dan cc kecil mungkin ya .","xenia 1:8 -9 boros uga ya juragan , amarga bodi gedhene lan cc cilik ndean ya .",negative,neutral,neutral,neutral,neutral,neutral
Ke mana-mana mau jarak dekat atau pun jauh tetap nyaman pakai scooy . muatan bagasi banyak dan mesin tidak cepat panas .,menyang ngendi-ngendi arep jarak cedhak utawa uga adoh tetep kepenak anggo scooy . muatan bagasi akeh lan mesin ora cepet panas .,neutral,positive,positive,positive,neutral,neutral
"Saya punya Grand Livina XV tahun 2011 irit nya juara , bang .","aku nduwe grand livina xv taun 2011 irite juara , mas .",positive,neutral,neutral,neutral,neutral,neutral
"enak sih pakai brio , pasaran nya juga stabil","sekeca sih anggo brio , pasarane uga stabil",neutral,neutral,positive,neutral,positive,neutral
kenyamanan vario lebih unggul dibanding mio .,kenyamanan vario luwih unggul dibandhingake mio .,neutral,neutral,negative,neutral,neutral,neutral
Li biru dlx harga jual nya pun tinggi . Beli tahun 2004 sekitar 80 jutaan dijual 2009 90 jutaan . Untung juragan .,li biru dlx rega juale uga dhuwur . tuku taun 2004 sawatara 80 jutaan didol 2009 90 jutaan . untung juragan .,neutral,neutral,neutral,neutral,positive,neutral
Pajero dong udah Ganteng luar nya Tenaga nya Juga dapet,pajero dong wis bagus jabane tenagane uga dapet,neutral,positive,neutral,positive,neutral,neutral
"Saya pakai all New Honda Brio Satya E juragan , sangat nyaman dan bagus , apalagi brand - nya H , harga jual nya juga tetap stabil","aku anggo all new honda brio satya e juragan , kepenak banget lan apik , apa maneh brand -e h , rega juale uga tetep stabil",neutral,neutral,positive,neutral,positive,neutral
xenia bodi nya sudah oke tinggal ganti kaki-kaki saja semoga modifikasi mu menyenangkan,xenia bodine wis oke tinggal genti kaki-kaki wae muga-muga modifikasi mu nyenengake,neutral,neutral,neutral,positive,neutral,neutral
menurut ane soal kenyamanan jelas all new pajero sport unggul jauh lebih nyaman dibandingkan all new fortuner yg sangat keras menurut ane,manut ane soal kenyamanan jelas all new pajero sport unggul adoh luwih kepenak dibandhingake all new fortuner kang keras banget manut ane,neutral,neutral,negative,neutral,neutral,neutral
akhirnya saya beli avanza karena bandel parah harga nya juga pas di kantong,pungkasane aku tuku avanza amarga bandel parah regane uga trep ing kantong,neutral,positive,neutral,neutral,positive,neutral
"Tetap saja Mobilio masih merupakan Mobil MPV keluarga kelas menengah ke bawah yang paling terbaik dibanding kompetitor nya , bbm paling irit , kabin paling lega sampe baris ke 3 , model paling manis , mesin juga paling kenceng dari kompetitor nya , desain interior juga paling cakep dari kompetitor nya .","tetep wae mobilio isih ya iku mobil mpv kulawarga klas menengah mengingsor kang paling paling apik dibandhingake kompetitore , bbm paling irit , kabin paling lega tekan baris menyang 3 , modhel paling manis , mesin uga paling kenceng saka kompetitore , desain interior uga paling cakep saka kompetitore .",positive,positive,positive,positive,neutral,neutral
tak heranlah juragan karena avanza mempunyai fitur yang cukup lengkap dengan harga enggak terlalu mahal,ora heranlah juragan amarga avanza nduweni fitur kang cukup pepak karo rega ora terlalu larang,neutral,neutral,neutral,positive,positive,neutral
Saya pakai Xpander karena tidak murahan .,aku anggo xpander amarga ora murahan .,neutral,neutral,positive,neutral,neutral,neutral
after sales service yamaha selalu mengedepankan customer daripada untuk keuntungan sendiri,after sales service yamaha tansah mentingake customer daripada kanggo bathi dhewe,neutral,neutral,neutral,neutral,neutral,positive
tenaga Fortuner kalah jauh lah . Pajero sport mobil paling tangguh,tenaga fortuner kalah adoh lah . pajero sport mobil paling tangguh,neutral,positive,neutral,neutral,neutral,neutral
"Si gesit irit motor Honda Beat series tahun 2011 yang selalu setia menemani saya dalam mencari rezeki di kala panas dan hujan , siang dan malam .","si gesit irit montor honda beat series taun 2011 kang tansah setia ngancani aku jero ngupadi rezeki ing rikala panas lan udan , awan lan wengi .",positive,positive,neutral,neutral,neutral,neutral
"kalau dari segi desain mah veloz juara nya, avanza terlewat jauh","yen saka segi desain mah veloz juarane, avanza kliwat adoh",neutral,neutral,neutral,negative,neutral,neutral
Toyota Calya memang cocok untuk keluarga sangat hemat bbm sangat irit enak dipakai,toyota calya pancen cocog kanggo kulawarga gemi banget bbm irit banget sekeca dianggo,positive,neutral,positive,neutral,neutral,neutral
ertiga beneran mudah dipakai nya,ertiga tenan gampang dianggone,neutral,neutral,positive,neutral,neutral,neutral
enggak menyesal juga ambil mobil honda enggak kalah bandel irit tahan banting sudah pakai jazz,ora menyesal uga jupuk mobil honda ora kalah bandel irit tahan banting wis anggo jazz,positive,positive,neutral,positive,neutral,neutral
fortuner sparepart nya gampang ditemukan di mana saja,fortuner spareparte gampang tinemu ing endi wae,neutral,neutral,neutral,positive,neutral,neutral
"setelah ngeliat wuling almaz , ngeliat mobilio sama veloz jadi kayak sampah ..","sawise weruh wuling almaz , weruh mobilio padha veloz dadi kaya uwuh ..",neutral,neutral,negative,neutral,neutral,neutral
"saya sebagai pemakai kijang innova tidak merasa kecewa dan sangat puas , perawatan pun tidak terlalu mahal pokok nya mantap .","aku dadi pangguna kijang innova ora ngrasa kuciwa lan marem banget , pangopenan uga ora pati larang pokoke mantep .",neutral,neutral,positive,neutral,neutral,positive
Kalau di suruh milih . jelas milih cx 3 dong,yen ing kongkon milih . jelas milih cx 3 dong,neutral,neutral,positive,neutral,neutral,neutral
"Ternyata service bengkel toyota payah , angin ban bukan nya ditambah malah disemir doang buat apa coba . Jelas-jelas kurang angin gitu","jebul service bengkel toyota payah , angin ban bukane ditambah malah disemir thok kanggo apa jajal . jelas-jelas kurang angin ngono",neutral,neutral,neutral,neutral,neutral,negative
Desain velg alloy veloz juga diubah juragan bagi saya desain nya sangat bagus dan terkesan sporty juragan,desain velg alloy veloz uga diowah juragan kanggo aku disaine apik banget lan duwe kesan sporty juragan,neutral,neutral,neutral,positive,neutral,neutral
beat cukup ekonomis untuk mahasiswa,beat cukup ekonomis kanggo mahasiswa,neutral,neutral,neutral,neutral,positive,neutral
memang xenia maknyus .,pancen xenia maknyus .,neutral,neutral,positive,neutral,neutral,neutral
gila sih ini xenia bandel nya juara dipakai buat rame-rame juga tetep bandel,edan sih iki xenia bandele juara dianggo gawe rame-rame uga tetep bandel,neutral,positive,neutral,neutral,neutral,neutral
yang lebih menenangkan dari daihatsu terios adalah hemat bahan bakar .,kang luwih ngenengake saka daihatsu terios yaiku gemi bahan obong .,positive,neutral,neutral,neutral,neutral,neutral
"Fortuner model bapak bapak , Pajero Model Anak muda","fortuner modhel bapak bapak , pajero modhel bocah enom",neutral,neutral,neutral,positive,neutral,neutral
kalau saya lebih pilih datsun cross . harga lebih murah body lebih kekar,yen aku luwih pilih datsun cross . rega luwih murah body luwih kekar,neutral,neutral,neutral,positive,positive,neutral
"CHR design gado2 , berasa liat beberapa mobil dicomot2","chr design gado2 , krasa liat pirang-pirang mobil dicomot2",neutral,neutral,neutral,negative,neutral,neutral
wah murah nih . modal DP doang . bisa untuk grab car nih . murah meriah masih bisalah untuk jadi grab car .,wah murah nih . modhal dp thok . bisa kanggo grab car nih . murah meriah isih bisalah kanggo dadi grab car .,neutral,neutral,neutral,neutral,positive,neutral
"Karimun wagon saja bang , lebih murah","karimun wagon wae mas , luwih murah",neutral,neutral,neutral,neutral,positive,neutral
"Honda cuman menang di mesin , kalo fitur dan interior mah parah ... dan mahal , jok nya tipissss bikin tepos kalo jalan lama","honda mung menang ing mesin , yen fitur lan interior mah parah ... lan larang , joke tipissss gawe tepos yen dalan lawas",neutral,positive,neutral,negative,negative,neutral
Avanza enak dipakai . sangat cocok buat mobil keluarga . harga nya tidak terlalu mahal buat mobil dengan spesifikasi yang lumayan .,avanza sekeca dianggo . cocog banget gawe mobil kulawarga . regane ora pati larang gawe mobil karo spesifikasi kang lumayan .,neutral,neutral,positive,neutral,positive,neutral
Avanza Veloz 1.5 type 1.5 G nya aja nggak laku banget dan nggak pernah nampak di jalan,avanza veloz 1.5 type 1.5 ge wae ora payu banget lan ora tau katitik ing ratan,neutral,neutral,negative,neutral,neutral,neutral
"Duh ni bengkel mitsubishi , jelek kali sih . Kayak kandang saja bengkel nya .","duh ni bengkel mitsubishi , elek kali sih . kaya kandang wae bengkele .",neutral,neutral,neutral,neutral,neutral,negative
Bengkel @Hondaarista Jatinegara not recommended . Payah . Sudah booking servis tapi disuruh mengantri .,bengkel @hondaarista jatinegara not recommended . payah . wis booking servis nanging dikongkon mengantri .,neutral,neutral,neutral,neutral,neutral,negative
konsumsi bahan bakar yang cukup irit menurut saya adalah poin penting dari Calya ini .,konsumsi bahan obong kang cukup irit manut aku yaiku poin wigati saka calya iki .,positive,neutral,neutral,neutral,neutral,neutral
Avanza sangat mendukung profesi yang saya jalani karena bbm - nya irit .,avanza nyengkuyung banget profesi kang aku jalani amarga bbm -e irit .,positive,neutral,neutral,neutral,neutral,neutral
Ini ruang tunggu bengkel @ToyotaID paling nyaman . Hampir 3 jam dan masih betah . Pelayanan ramah . Enak nya punya Toyota .,iki ruwang enteni bengkel @toyotaid paling kepenak . meh 3 jam lan isih krasan . pelayanan grapyak . enake nduwe toyota .,neutral,neutral,neutral,neutral,neutral,positive
Xenia 1.300 cc mesin nya lincah dan bisa beramai-ramai hehe .,xenia 1.300 cc mesine lincah lan bisa rame-rame hehe .,neutral,positive,positive,neutral,neutral,neutral
"nambah logo doang , harga naik puluhan juta","nambah logo thok , rega munggah puluhan yuta",neutral,neutral,neutral,neutral,negative,neutral
Avanza juga tentunya nyaman dikendarai .,avanza uga temtune kepenak dikendarai .,neutral,neutral,positive,neutral,neutral,neutral
"Mobil ini terlalu over price bos , untung menang merek","mobil iki terlalu over price bos , untung menang merek",neutral,neutral,neutral,neutral,negative,neutral
Suzuki Karimun GX tidak hanya bandel dan memiliki kabin luas tetapi juga irit,suzuki karimun gx ora mung bandel lan nduweni kabin jembar nanging uga irit,positive,positive,neutral,positive,neutral,neutral
All - new Brio dengan harga termurah 135 - an juta tidak layak .,all -new brio karo rega paling murah 135 -an yuta ora pantes .,neutral,neutral,neutral,neutral,negative,neutral
Setelah melihat ini ku yakin akan beli Honda CR - V,sawise weruh iki ku yakin arep tuku honda cr -v,neutral,neutral,positive,neutral,neutral,neutral
Grand Livina XV AT 2008 ngelitik nya parah kak sekarang juga lumayan boros,grand livina xv at 2008 ngelitike parah kak saiki uga lumayan boros,negative,negative,neutral,neutral,neutral,neutral
gua lebih pilih Fortuner karna tampilan nya gagah tidak seperti pajero,gua luwih pilih fortuner karna tampilane gagah ora kaya pajero,neutral,neutral,negative,neutral,neutral,neutral
Pergi kerja setiap hari lebih enak pakai Honda Vultus.,lunga nyambut gawe saben dina luwih sekeca anggo honda vultus.,neutral,neutral,positive,neutral,neutral,neutral
Driver lebih nyaman dengan posisi perseneling yang unik. Terima kasih Sigra.,driver luwih kepenak karo posisi perseneling kang unik. matur nuwun sigra.,neutral,neutral,neutral,positive,neutral,neutral
"Menurut saya untuk service , HONDA lebih bagus dari NISSAN .","manut aku kanggo service , honda luwih apik saka nissan .",neutral,neutral,neutral,neutral,neutral,negative
"Mobil yang sangat cocok dan sangat nyaman digunakan saat bersama keluarga , suara mesin yang halus , eksterior yang nyaman dipandang , interior nya juga menarik , selain itu hemat bahan bakar .","mobil kang cocog banget lan kepenak banget digunakake wektu bareng kulawarga , swara mesin kang alus , eksterior kang kepenak dipandeng , interiore uga menarik , saliyane iku gemi bahan obong .",positive,positive,positive,positive,neutral,neutral
Tidak salah pilih avanza . Sudah 10 tahun mobil avanza saya masih bisa melaju kencang secara optimal .,ora salah pilih avanza . wis 10 taun mobil avanza aku isih bisa mlaju kenceng kanthi optimal .,neutral,positive,neutral,neutral,neutral,neutral
"Avanza teman terbaik untuk di segala medan jalanan , plus harga nya masih terjangkau .","avanza kanca paling apik kanggo ing kabeh medan dalanan , plus regane isih terjangkau .",neutral,neutral,positive,neutral,positive,neutral
Mesin bandel dan irit menjadi alasan banyak keluarga di Indonesia memilih Agya sebagai mobil pertama mereka,mesin bandel lan irit dadi alesan akeh kulawarga ing indonesia milih agya dadi mobil kapisan dheweke kabeh,positive,positive,neutral,neutral,neutral,neutral
Jakarta - Bandung pakai xenia cuma 1 setengah jam . sungguh mesin yang sangat tangguh .,jakarta -bandung anggo xenia namung 1 setengahing jam . tenane mesin kang tangguh banget .,neutral,positive,neutral,neutral,neutral,neutral
saya sih secara pribadi puas banget sama Xeli . nyaman .,aku sih kanthi pribadi marem banget padha xeli . kepenak .,neutral,neutral,positive,neutral,neutral,neutral
"gue pernah pakai karimun sebelum mobil gue yang sekarang , menurut gue ini lcgc paling nyaman , paling murah","aku  tau anggo karimun sadurunge mobil aku  kang saiki , manut aku  iki lcgc paling kepenak , paling murah",neutral,neutral,positive,neutral,positive,neutral
Kelemahan Daihatsu sigra adalah bodinya ringkih dan kurang kedap suara luar.,kelemahan daihatsu sigra yaiku bodine ringkih lan kurang kedap swara jaba.,neutral,neutral,neutral,negative,neutral,neutral
"Toyota Avanza , Low MPV dengan Jaringan Penjualan dan Purnajual Terbanyak","toyota avanza , low mpv karo jaringan penjualan lan purnajual paling akeh",neutral,neutral,positive,neutral,positive,neutral
Xenia yang 1000 cc punya handling yang lebih lincah dan enteng,xenia kang 1000 cc nduwe handling kang luwih lincah lan enteng,neutral,neutral,neutral,positive,neutral,neutral
Vario bentuk nya seksi buat boncengan pun nyaman dan aman sistem semua sudah canggih dan bbm irit di dompet kita semua .,vario wangune seksi gawe boncengan uga kepenak lan aman sistem kabeh wis canggih lan bbm irit ing dompet awake dhewe kabeh .,positive,neutral,neutral,positive,neutral,neutral
"Awal nya saya membeli motor pada tahun 2016 , alhamdulillah sampai sekarang motor saya masih irit dan tangguh di jalan","wiwitane aku nuku montor ing taun 2016 , alhamdulillah nganti saiki montor aku isih irit lan tangguh ing ratan",positive,positive,neutral,neutral,neutral,neutral
kalo dibandingkan dari segi service nya nissan jauh lebih unggul daripada toyota yang asal-asalan,yen dibandhingake saka segi servicene nissan adoh luwih unggul daripada toyota kang asal-asalan,neutral,neutral,neutral,neutral,neutral,negative
kata orang yang XI malah lebih irit dari yang LI nih .,tembung wong kang xi malah luwih irit saka kang li nih .,negative,neutral,neutral,neutral,neutral,neutral
coba saja dibandingkan buat lari pasti brio lebih lincah daripada calya,jajal wae dibandhingake gawe mlayu mesthi brio luwih lincah daripada calya,neutral,negative,neutral,neutral,neutral,neutral
"Untuk saya sendiri yang sudah memiliki TERIOS X DELUXE MT , saya cukup puas apa yang sudah saya miliki terima kasih daihatsu","kanggo aku dhewe kang wis nduweni terios x deluxe mt , aku cukup marem apa kang wis aku duweni matur nuwun daihatsu",neutral,neutral,positive,neutral,neutral,neutral
MOBIL ku xenia 1.300 cc irit dipakai nya,mobil ku xenia 1.300 cc irit dianggone,positive,neutral,neutral,neutral,neutral,neutral
Toyota rush gagah dan tangguh di medan yang terjal sekalipun dan nyaman di jalan yang mulus .,toyota rush gagah lan tangguh ing medan kang terjal sepisana lan kepenak ing ratan kang mulus .,neutral,neutral,positive,neutral,neutral,neutral
mobilio tarikan halus banget menang telak daripada agya kalah jauh,mobilio tarikan alus banget menang telak daripada agya kalah adoh,neutral,negative,neutral,neutral,neutral,neutral
scoopy keren banget body nya juga unik dan cocok buat anak muda penuh gaya,scoopy keren banget bodye uga unik lan cocog gawe bocah enom kebak gaya,neutral,neutral,positive,positive,neutral,neutral
avanza 1.3 L memang irit kalau dibawa 60 - 80 km / jam .,avanza 1.3 l pancen irit yen digawa 60 -80 km / jam .,positive,neutral,neutral,neutral,neutral,neutral
Kenapa sekelas Fortuner belum ada sunroof nya ya,geneya sekelas fortuner durung ana sunroofe ya,neutral,neutral,neutral,negative,neutral,neutral
Harga nya 4x4 nya fortuner lebih worth it di Banding Pajero sport,regane 4x4e fortuner luwih worth it ing bandhing pajero sport,neutral,neutral,neutral,neutral,negative,neutral
kalau brio senyaman ini gak papa mau macet lama juga tetap betah di dalam,yen brio senyaman iki ora apa apa arep macet suwe uga tetep krasan ing jero,neutral,neutral,positive,neutral,neutral,neutral
"Menurut saya aja nih , muka enakan sirion , untuk pantat enak brio","manut aku wae nih , rai enakan sirion , kanggo pocong sekeca brio",neutral,neutral,neutral,positive,neutral,neutral
pengalaman kemarin sewa rental di Bali kopling nya agak tinggi jadi pas tanjakan agak menahan-nahan begitu kurang gesit padahal Karimun,pengalaman wingi sewa rental ing bali koplinge rada dhuwur dadi trep tanjakan rada menahan-nahan mangkono kurang gesit padahal karimun,neutral,neutral,neutral,negative,neutral,neutral
"Motor Honda beat matic yang satu ini menurut ku memang cocok buat semua kalangan , dari segi harga yang murah tetapi tidak membuat produk ini asal-asalan .","montor honda beat matic kang siji iki manut ku pancen cocog gawe kabehing kalangan , saka segi rega kang murah nanging ora nggawe produk iki asal-asalan .",neutral,neutral,positive,neutral,positive,neutral
tampilan Avanza bergaya khas crossover ini memiliki kesan sporty dan agresif,tampilan avanza bergaya kas crossover iki nduweni kesan sporty lan agresif,neutral,neutral,neutral,positive,neutral,neutral
yaudah gue enggak ragu ambil Calya ini buat harian,yaudah aku  ora ragu jupuk calya iki gawe padinan,neutral,neutral,positive,neutral,neutral,neutral
Soal nya menurut saya Wuling Confero S 1.5 tipe tertinggi harga nya lebih murah hanya 160 jutaan,soale manut aku wuling confero s 1.5 tipe paling dhuwur regane luwih murah mung 160 jutaan,neutral,neutral,neutral,neutral,positive,neutral
dengan harga nya terjangkau mobil avanza ini masih digemari masyarakat indonesia sebagai mobil keluarga pilihan,karo regane terjangkau mobil avanza iki isih digemari masarakat indonesia dadi mobil kulawarga pilihan,neutral,neutral,neutral,neutral,positive,neutral
